CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-11353-56333,12/21/11,12/19/11,PARTIAL CERTIFIED,H-2B,MI,4/1/12,11/15/12,"HAMILTON INN SELECT (MACKINAW SEASONAL RESORTS, IN",701 SOUTH HURON AVENUE,,MACKINAW CITY,MI,49701,TIMOTHY JAMES O'LEARY,WASHINGTON,DC,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",105,94,8.22,HR,8.22,HR
C-11353-56336,12/21/11,12/19/11,PARTIAL CERTIFIED,H-2B,KS,2/1/12,11/30/12,"EPIC LANDSCAPE PRODUCTIONS, LLC",23933 W 175TH. STREET,,GARDNER,KS,66030,GINNY MUILENBURG,COEUR D'ALENE,ID,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",45,42,8.8,HR,8.8,HR
C-11353-56337,12/21/11,12/19/11,PARTIAL CERTIFIED,H-2B,MI,4/1/12,11/15/12,"HAMILTON INN SELECT (MACKINAW SEASONAL RESORTS, IN",701 SOUTH HURON AVENUE,,MACHINAW CITY,MI,49701,TIMOTHY JAMES O'LEARY,WASHINGTON,DC,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,32,27,8.01,HR,8.01,HR
C-11353-56342,12/21/11,12/19/11,PARTIAL CERTIFIED,H-2B,CT,2/15/12,11/30/12,ULTIMATE SERVICES PROFESSIONAL GROUNDS MANAGEMENT,31 TOSUN RD,,WOLCOTT,CT,06716,APRIL MCKINNEY,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",100,89,11.75,HR,11.75,HR
C-11353-56343,12/21/11,12/19/11,CERTIFIED,H-2B,NY,2/15/12,12/15/12,"SEASONAL LANDSCAPING & NURSERY, INC.",2240 SOUTHWESTERN BLVD.,,WEST SENECA,NY,14224,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",26,26,8.82,HR,8.82,HR
C-11353-56347,12/21/11,12/19/11,CERTIFIED,H-2B,MO,3/1/12,12/1/12,"RITE-A-WAY LAWN CARE, LLC",1042 DAVID MEADOWS LN.,,ST. CHARLES,MO,63304,STEPHEN WARD,COEUR D'ALENE,ID,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",40,40,9.43,HR,9.43,HR
C-11353-56350,12/21/11,12/19/11,CERTIFIED,H-2B,SC,1/16/12,7/1/12,"PINE NEEDLE EXPRESS, LLC",219 PEACE LANE,,HARTSVILLE,SC,29550,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,148,148,9.57,HR,9.57,HR
C-11353-56352,12/21/11,12/19/11,CERTIFIED,H-2B,NY,3/1/12,12/15/12,ER BAISLEY TREE AND LANDSCAPE,2 OLD STATE ROAD,,WAPPINGER FALLS,NY,12590,STEVEN ALAN MCKAY/H2 EXPRESS,HUDSON,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7,7,15.71,HR,15.71,HR
C-11353-56355,12/21/11,12/19/11,CERTIFIED,H-2B,CO,3/1/12,11/20/12,"PAULINO GARDENS, INC.",6300 N. BROADWAY,,DENVER,CO,80216,"JOHNNY K.M. POON/LAU & CHOI, P.C.",DENVER,CO,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",3,3,8.3,HR,8.3,HR
C-11353-56358,12/21/11,12/19/11,CERTIFIED,H-2B,KY,2/1/12,11/30/12,HILLCREST FARM,1447 LEXINGTON RD.,"3057 HOUSTON ANTIOCH RD., LEXINGTON, KY 40516",GEORGETOWN,KY,40324,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,2,2,8.08,HR,8.08,HR
C-11353-56359,12/21/11,12/19/11,CERTIFIED,H-2B,KY,1/20/12,11/20/12,"CANE RUN FARM, LLC.",1520 LEXINGTON RD.,,GEORGETOWN,KY,40324,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,2,2,8.08,HR,8.08,HR
C-11353-56361,12/21/11,12/19/11,CERTIFIED,H-2B,AR,12/10/11,7/31/12,"PEREZ FORESTRY, LLC",101 ASH AVE,,HUTTIG,AR,71747,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,44,44,11.64,HR,11.64,HR
C-11327-55866,12/22/11,11/23/11,DENIED,H-2B,MD,3/1/12,11/30/12,CLIP LAWN CARE LLC,218 W. PATRICK STREET,,FREDERICK,MD,21701,,,,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,0,9.54,HR,9.54,HR
C-11332-55913,12/22/11,11/28/11,DENIED,H-2B,CO,11/15/11,4/30/12,HANDY ANDY SNOW REMOVAL,140 G.H. DANIELS BOULEVARD,,GYPSUM,CO,81637,"CHRIS JONATHAN POOLEY, ESQ, LAW OFFICE OF CHRIS PO",AVON,CO,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,0,14.53,HR,14.53,HR
C-11333-55952,12/22/11,11/29/11,CERTIFIED,H-2B,KY,2/1/12,11/30/12,DUNQUIN FARM,2525 CLINTONVILLE ROAD,,PARIS,KY,40361,LAURA ELIZABETH CONLEY MORGAN/ CONLEY-MORGAN LAW G,LEXINGTON,KY,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,2,2,8.08,HR,8.08,HR
C-11334-55964,12/22/11,11/30/11,PARTIAL CERTIFIED,H-2B,OK,2/2/12,12/1/12,"JONESPLAN, LLC",2328 E. 13TH ST.,,TULSA,OK,74104,DANIEL MARK KOWALSKI,AUSTIN,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",20,11,,,,
C-11334-55969,12/22/11,11/30/11,DENIED,H-2B,SD,1/25/12,7/25/12,KASEL ASSOCIATED INDUSTRIES DBA NATURES DELI,3315 WALNUT ST,,DENVER,CO,80205,,,,920.685-098,Tobacco-Packing-Machine Operator,519111,Packaging and Filling Machine Operators and Tenders,TOBACCO PACKING MACHINE OPERATOR,25,0,9.37,HR,9.37,HR
C-11335-55988,12/22/11,12/1/11,CERTIFIED,H-2B,LA,2/1/12,7/15/12,"AQUA FARMS CRAWFISH, INC.",2364 BASILE-EUNIC HWY,,EUNICE,LA,70535,ASHLEY NICOLE FORET,LAKE CHARLES,LA,920.587-018,"Packager, Hand",537064,"Packers and Packagers, Hand","PACKAGER, HAND",52,52,,,,
C-11336-56009,12/22/11,12/2/11,CERTIFIED,H-2B,KS,2/9/12,12/9/12,"GOODWIN PRO TURF, INC.",6945 W. 152ND TERRACE,,OVERLAND PARK,KS,66223,ROBERT LEE WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",45,45,8.8,HR,8.8,HR
C-11336-56015,12/22/11,12/2/11,PARTIAL CERTIFIED,H-2B,MD,12/1/11,4/1/12,"WEISS WINTER SERVICES, LLC",2015 TEA ISLAND COURT,,ODENTON,MD,21113,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",60,54,9.12,HR,9.12,HR
C-11336-56019,12/22/11,12/2/11,CERTIFIED,H-2B,IA,2/15/12,12/15/12,SUBURBAN LANDSCAPE LLC DBA SUBURBAN LANDSCAPE,235 NORTH 17TH AVENUE,,HIAWATHA,IA,52233,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6,6,9.53,HR,9.53,HR
C-11336-56021,12/22/11,12/2/11,PARTIAL CERTIFIED,H-2B,NY,1/30/12,11/30/12,"ARTHUR J. EDWARDS MASON CONTRACTING COMPANY, INC.",929 ROUTE 25A,,MILLER PLACE,NY,11764,MITCHELL C ZWAIK,RONKONKOMA,NY,620.281-046,Maintenance Mechanic,493031,Bus and Truck Mechanics and Diesel Engine Specialists,MAINTENANCE MECHANIC,16,14,8.14,HR,8.14,HR
C-11339-56031,12/22/11,12/5/11,PARTIAL CERTIFIED,H-2B,AL,2/1/12,11/30/12,LINAN CONSTRUCTION,350 COUNTRY ROAD 220,,JEMISON,AL,35085,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,529.687-190,Stone Cleaner,537061,Cleaners of Vehicles and Equipment,STONE CLEANER,35,16,8.2,HR,8.2,HR
C-11339-56036,12/22/11,12/5/11,CERTIFIED,H-2B,PA,3/1/12,12/15/12,"BAXTER LANDSCAPE CONTRACTING, LLC",501 BALDERSTON DRIVE,,EXTON,PA,19341,MATTHEW SHANE CONNOR,WEST CHESTER,PA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7,7,9.54,HR,9.54,HR
C-11339-56046,12/22/11,12/5/11,CERTIFIED,H-2B,NY,3/1/12,11/21/12,J TORTORELLA SWIMMING POOLS INC.,1764 COUNTY ROAD 39,,SOUTH HAMPTON,NY,11968,MELINDA RUBIN,HAMPTON BAYS,NY,844.364-014,Cement-Mason Apprentice,472051,Cement Masons and Concrete Finishers,CEMENT MASON APPRENTICE,8,8,12.63,HR,12.63,HR
C-11339-56047,12/22/11,12/5/11,CERTIFIED,H-2B,NY,3/1/12,12/1/12,"J TORTORELLA SWIMMING POOLS SERVICE AND MAINT., IN",296 WEST MONTAUK HIGHWAY,,HAMPTON BAYS,NY,11946,MELINDA RUBIN RUBIN,HAMPTON BAYS,NY,891.684-018,Swimming-Pool Servicer,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",SWIMMING POOL SERVICER,24,24,9.08,HR,9.08,HR
C-11339-56052,12/22/11,12/5/11,CERTIFIED,H-2B,ME,3/1/12,11/30/12,ANCHORAGE MOTOR INN OF YORK,265 LONG BEACH AVE,PO BOX 1329,YORK BEACH,ME,03910,,,,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,35,35,,,,
C-11353-56332,12/22/11,12/19/11,CERTIFIED,H-2B,PA,3/1/12,12/15/12,C. CARAMANICO & SONS INC.,6 RACE STREET,,UPLAND,PA,19015,SARAH E. FARRELL,VASS,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,20,9.54,HR,9.54,HR
C-11353-56334,12/22/11,12/19/11,CERTIFIED,H-2B,NH,4/1/12,12/1/12,MORIN'S LANDSCAPING INC,301 DEPOT RD.,,HOLLIS,NH,03049,APRIL MCKINNEY,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,25,10.09,HR,10.09,HR
C-11353-56335,12/22/11,12/19/11,PARTIAL CERTIFIED,H-2B,MI,4/1/12,11/15/12,"HAMILTON INN SELECT (MACKINAW SEASONAL RESORT, INC",701 SOUTH HURON AVENUE,,MACKINAW CITY,MI,49701,TIMOTHY JAMES O'LEARY,WASHINGTON,DC,238.367-038,Hotel Clerk,434081,"Hotel, Motel, and Resort Desk Clerks",HOTEL CLERK,53,45,,HR,8.15,HR
C-11353-56338,12/22/11,12/19/11,CERTIFIED,H-2B,PA,3/1/12,12/31/12,"RICK'S LAWN AND LANDSCAPING, INC.",115 E. HILLTOP RD.,,WEST CHESTER,PA,19382,CRAIG D MCDOUGAL,NORMAN,OK,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5,5,9.54,HR,9.54,HR
C-11353-56348,12/22/11,12/19/11,CERTIFIED,H-2B,TN,1/1/12,3/31/12,KIESNER TRAINING,3418 MISER STATION RD.,,LOUISVILLE,TN,37777,CRAIG D. MCDOUGAL,NORMAN,OK,624.281-010,Farm-Equipment Mechanic I,493041,Farm Equipment Mechanics,FARM EQUIPMENT MECHANIC I,3,3,10.57,HR,10.57,HR
C-11353-56351,12/22/11,12/19/11,CERTIFIED,H-2B,AR,12/27/11,5/31/12,"FUTURE HARVEST FORESTRY SERVICE, LLC",233 HIGHWAY 133 SOUTH,,FOUNTAIN HILL,AR,71642,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,87,87,14.16,HR,14.16,HR
C-11353-56353,12/22/11,12/19/11,CERTIFIED,H-2B,OK,2/18/12,12/18/12,NEWPORT VILLAGE HOMEOWNERS ASSOCIATION,56201 EAST 285 ROAD,,MONKEY ISLAND,OK,74133,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6,6,8.21,HR,8.21,HR
C-11339-56023,12/27/11,12/5/11,CERTIFIED,H-2B,FL,11/25/11,5/30/12,"WELLINGTON TRAINING STABLES, INC.",12689 WHITBY STREET,,WELLINGTON,FL,33414,LEONARD J. D'ARRIGO,ALBANY,NY,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,25,25,,,,
C-11339-56037,12/27/11,12/5/11,PARTIAL CERTIFIED,H-2B,NJ,2/21/12,12/15/12,LANDESIGN INC,930 HOOPER AVE.,,TOMS RIVER,NJ,08753,APRIL MCKINNEY,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,13,8.68,HR,8.68,HR
C-11339-56042,12/27/11,12/5/11,CERTIFIED,H-2B,OK,3/1/12,12/31/12,"LAWNS PLUS, LLC",26242 W 121ST ST S,,COWETA,OK,74429,LESLI DOWNS,SAND SPRINGS,OK,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7,7,,,,
C-11339-56050,12/27/11,12/5/11,PARTIAL CERTIFIED,H-2B,KY,2/15/12,11/15/12,"PRO-TURF, INC.",2007 BROWNS VILLAGE DRIVE,,LOUISVILLE,KY,40299,RAMON CERVANTES,LEXINGTON,KY,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,18,12.22,HR,12.22,HR
C-11340-56062,12/27/11,12/6/11,CERTIFIED,H-2B,DE,3/1/12,12/30/12,"DISABATINO LANDSCAPING AND TREE SERVICE, INC.",471 B AND O LANE,,WILMINGTON,DE,19804,GINNY MUILENBURG,COEUR D'ALENE,ID,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10,10,9.07,HR,9.07,HR
C-11340-56071,12/27/11,12/6/11,CERTIFIED,H-2B,TX,2/2/12,12/1/12,"LANDWEST DESIGN GROUP, LTD.",8100 THOMAS SPRINGS ROAD,,AUSTIN,TX,78736,"MARK DANIEL KOWALSKI/THE FOWLER LAW FRIM, PC",AUSTIN,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30,30,9.96,HR,9.96,HR
C-11341-56092,12/27/11,12/7/11,CERTIFIED,H-2B,MO,3/15/12,11/30/12,"ARTHUR RATLIFF TREE & STUMP REMOVAL, LLC",8251 SOUTH HIGH POINT LANE,,COLUMBIA,MO,65203,LEON VERSFELD,KANSAS CITY,KS,408.684-018,Tree Pruner,373013,Tree Trimmers and Pruners,TREE PRUNER,1,1,11.49,HR,11.49,HR
C-11342-56120,12/27/11,12/8/11,CERTIFIED,H-2B,NY,3/1/12,11/30/12,LANDSCAPE DETAILS INC,1796 SAG HARBOR TURNPIKE,,SAG HARBOR,NY,11963,MELINDA RUBIN RUBIN,HAMPTON BAYS,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3,3,9.2,HR,9.2,HR
C-11354-56365,12/27/11,12/20/11,CERTIFIED,H-2B,MA,2/1/12,11/30/12,ANGEL CLEANING SERVICES,55 OLD COLONY WAY B5,,ORLEAN,MA,02653,MICHELE MCCARTHY/HEM INTERNATIONAL SERVICES,JAMAICA,NY,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,20,20,9.01,HR,9.01,HR
C-11354-56366,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,IL,3/1/12,11/30/12,"ALAN HORTICULTURAL ENTERPRISES, INC.",1409 JOLIET ROAD,,LEMONT,IL,60439,EVELYN AMANDA WRIGHT,ROSELAND,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",50,49,9.37,HR,9.37,HR
C-11354-56367,12/27/11,12/20/11,CERTIFIED,H-2B,OK,2/15/12,12/15/12,RALPH IASIELLO LAWNCARE,PO BOX 890741,"14101 LAGO STRADA, OKLAHOMA CITY, OK 73170",OKLAHOMA CITY,OK,73189,BRANDI COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",14,14,8.12,HR,8.12,HR
C-11354-56368,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,KS,2/13/12,12/10/12,"HERMES LANDSCAPING, INC.",12421 SANTA FE TRAIL DRIVE,,LENEXA,KS,66215,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",85,82,8.8,HR,8.8,HR
C-11354-56370,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,MO,3/1/12,12/15/12,DOCTOR'S AT THE LAKE INC,7425 W. 161ST STREET,"606 STATE ROAD TT, SUNRISE BEACH, MO 65079",OVERLAND PARK,KS,66085,BRANDI COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,14,10.48,HR,10.48,HR
C-11354-56372,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,MD,3/1/12,11/30/12,MCFALL & BERRY SPECIAL LANDSCAPE SERVICES INC.,2508 BROWN FARM COURT,,BROOKEVILLE,MD,20833,BRANDI COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,19,9.54,HR,9.54,HR
C-11354-56374,12/27/11,12/20/11,CERTIFIED,H-2B,NY,4/1/12,11/30/12,RADICAL ROOTS,P.O. BOX 1468,,MONTAUK,NY,11954,MELINDA A. RUBIN,HAMPTON BAYS,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",4,4,9.2,HR,9.2,HR
C-11354-56377,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,PA,2/20/12,11/30/12,JML LANDSCAPE MANAGEMENT,978 ROUTE 910,,PITTSBURGH,PA,15238,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",60,58,8.29,HR,8.29,HR
C-11354-56378,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,FL,11/15/11,6/1/12,PELICAN BAY FOUNDATION,6251 PELICAN BAY BOULEVARD,,NAPLES,FL,34108,"JANE NICHOLS BISHOP / PEAK SEASON WORKFORCE, A DIV",MASHPEE,MA,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,8,7,10.17,HR,10.17,HR
C-11354-56379,12/27/11,12/20/11,CERTIFIED,H-2B,IN,2/15/12,12/15/12,"FULL CARE OF INDIANAPOLIS, INC.",15400 HERRIMAN BLVD.,,NOBLESVILLE,IN,46060,ROBERT L. WINGFIELD,DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,20,8.9,HR,8.9,HR
C-11354-56381,12/27/11,12/20/11,CERTIFIED,H-2B,MT,3/1/12,12/31/12,RICHLAND MOTOR INN,1200 SOUTH CENTRAL AVENUE,900 SOUTH CENTRAL AVENUE,SIDNEY,MT,59270,"JOHN-CARL ROSACIA ROGGE/NORTHWEST PLACEMENT USA, L",BILLINGS,MT,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,10,10,8.12,HR,8.12,HR
C-11354-56382,12/27/11,12/20/11,CERTIFIED,H-2B,WY,4/1/12,10/31/12,AMERICA'S BEST VALUE INN- COVERED WAGON,PO BOX 236,730 S MAIN ST,LUSK,WY,82225,CRAIG D. MCDOUGAL,NORMAN,OK,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,4,4,,,,
C-11354-56383,12/27/11,12/20/11,CERTIFIED,H-2B,MD,2/20/12,12/13/12,"ALPHA LANDSCAPE CONTRACTORS, INC",2823 FLINTSTONE ROAD,,MILLERS,MD,21102,ELIZABETH D. WHITLEY/MAS LABOR H2A. LLC,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",35,35,9.12,HR,9.12,HR
C-11354-56384,12/27/11,12/20/11,CERTIFIED,H-2B,PA,3/15/12,12/15/12,"LANKFORD LANDSCAPING 1, LLC",P.O. BOX 306,,WARRINGTON,PA,18976,CRAIG MCDOUGAL,NORMAN,OK,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6,6,9.54,HR,9.54,HR
C-11354-56392,12/27/11,12/20/11,CERTIFIED,H-2B,LA,1/15/12,7/31/12,"CJL ENTERPRISES, INC. DBA CJ'S SEAFOOD",1185 BREAUX BRIDGE SENIOR HIGH SCHOOL ROAD,,BREAUX BRIDGE,LA,70517,"KELLY J. COUCH (CASA, MANAGER)",NEW ROADS,LA,529.686-014,Cannery Worker,519198,Helpers--Production Workers,CANNERY WORKER,60,60,7.82,HR,7.82,HR
C-11354-56396,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,MO,2/15/12,12/15/12,"FULL CARE, INC",23 COUNTRY LIFE ACRES,,ST. LOUIS,MO,63131,"ROBERT L. WINGFIELD / AMIGOS LABOR SOLUTIONS, INC",DALLAS,TX,406.687-010,Landscape Specialist,373011,Landscaping and Groundskeeping Workers,LANDSCAPE SPECIALIST,43,42,9.44,HR,9.44,HR
C-11354-56400,12/27/11,12/20/11,CERTIFIED,H-2B,AK,3/15/12,6/14/12,"NORTH PACIFIC SEAFOODS, INC.",4 NICKERSON STREET SUITE 400,,SEATTLE,WA,98109,SATORU ISOHATA,BELLEVUE,WA,522.687-046,Fish Roe Processor,513022,"Meat, Poultry, and Fish Cutters and Trimmers",FISH ROE PROCESSOR,1,1,12.36,HR,12.36,HR
C-11354-56401,12/27/11,12/20/11,CERTIFIED,H-2B,AK,3/1/12,5/31/12,"NORTH PACIFIC SEAFOODS, INC.",4 NICKERSON STREET,,SEATTLE,WA,98109,SATORU ISOHATA,BELLEVUE,WA,522.384-010,Fish Roe Technician,452041,"Graders and Sorters, Agricultural Products",FISH ROE TECHNICIAN,1,1,11.14,HR,11.14,HR
C-11354-56405,12/27/11,12/20/11,PARTIAL CERTIFIED,H-2B,DE,3/19/12,12/24/12,MARTINEZ LANDSCAPING,317 S. RED LION TERRACE,,BEAR,DE,19701,E. GAITHER,LAKE PARK,GA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",18,13,9.1,HR,9.1,HR
C-11354-56411,12/27/11,12/20/11,CERTIFIED,H-2B,AK,3/15/12,6/14/12,"NORTH PACIFIC SEAFOODS, INC,",4 NICKERSON STREET,,SEATTLE,WA,98109,SATORU ISOHATA,BELLEVUE,WA,522.687-046,Fish Roe Processor,513022,"Meat, Poultry, and Fish Cutters and Trimmers",FISH ROE PROCESSOR,1,1,12.36,HR,12.36,HR
C-11355-56416,12/27/11,12/21/11,CERTIFIED,H-2B,NY,4/1/12,12/15/12,PERSONALIZED POOLS INC,P.O. BOX 1188,123 STEPHEN HANDS PATH,EASTHAMPTON,NY,11937,MELINDA RUBIN RUBIN / MELINDA A RUBIN ESQ.,HAMPTON BAYS,NY,382.664-010,Janitor,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",JANITOR,2,2,9.08,HR,9.08,HR
C-11355-56418,12/27/11,12/21/11,PARTIAL CERTIFIED,H-2B,PA,3/5/12,12/17/12,DANALU INC DBA NICOLAI LANDSCAPING,1217 BUTLER PIKE,,BLUE BELL,PA,19422,RITA ROMERO,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,6,9.54,HR,9.54,HR
C-11355-56419,12/27/11,12/21/11,CERTIFIED,H-2B,DE,3/15/12,12/15/12,LAWNS UNLIMITED LTD,15089 COASTAL HWY,,MILTON,DE,19968,CRAIG MCDOUGAL,NORMAN,OK,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6,6,8.96,HR,8.96,HR
C-11355-56420,12/27/11,12/21/11,CERTIFIED,H-2B,NY,4/1/12,12/31/12,SWAN CREEK FAMILY CORP,820 HALSEY LANE,,BRIDEHAMPTON,NY,11932,MELINDA RUBIN RUBIN / MELINDA A RUBIN ESQ.,HAMPTON BAYS,NY,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,6,6,8.42,HR,8.42,HR
C-11355-56423,12/27/11,12/21/11,CERTIFIED,H-2B,AL,4/2/12,11/30/12,"GREENSCAPE CONTRACTORS, LLC",3322 SOUTH MEMORIAL PARKWAY,STE. 531,HUNTSVILLE,AL,35801,GINNY MUILENBURG,COEUR D'ALENE,ID,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",15,15,8.34,HR,8.34,HR
