CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-11153-54989,14-Jun-11,2-Jun-11,PARTIAL CERTIFIED,H-2B,SC,15-Jun-11,30-Dec-11,MICHEAL'S BUILDING CLEANING SERVICE,126 OLYMPIC STREET,,LITTLE RIVER,SC,29566,COOPER MAVADENE,ORANGE,NJ,381.687-018,"Cleaner, Industrial",372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","CLEANER, INDUSTRIAL",85,77,8.14,HR,8.14,HR
C-11153-54990,14-Jun-11,2-Jun-11,PARTIAL CERTIFIED,H-2B,SC,15-Jun-11,30-Nov-11,MICHEAL'S BUILDING CLEANING SERVICE,126 OLYMPIC STREET,,LITTLE RIVER,SC,29566,COOPER MAVADENE,ORANGE,NJ,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",30,24,8,HR,8,HR
C-11066-54342,18-Apr-11,7-Mar-11,DENIED,H-2B,SC,4-Jan-11,15-Nov-11,MICHEAL'S BUILDING CLEANING SERVICE,126 OLYMPIC STREET,,LITTLE RIVER,SC,29566,COOPER MAVADENE,ORANGE,NJ,382.664-010,Janitor,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",JANITOR,85,0,,,,
C-10334-52068,13-Dec-10,30-Nov-10,CERTIFIED,H-2B,SC,15-Feb-11,1-Nov-11,MAINSCAPE INC - SC,3540 WATER TOWER RD,,LONGS,SC,29568,RITA ROMERO/FEDERATION OF EMPLOYERS AND WORKERS OF,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20,20,7.81,HR,7.81,HR
C-11025-53592,31-Jan-11,25-Jan-11,PARTIAL CERTIFIED,H-2B,SC,1-Apr-11,1-Dec-11,MARRIOTT'S OCEAN WATCH VILLAS AT GRANDE DUNES,8500 COSTA VERDE DRIVE,,MYRTLE BEACH,SC,29572,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",18,12,8.5,HR,8.5,HR
C-11045-54022,18-Feb-11,14-Feb-11,PARTIAL CERTIFIED,H-2B,SC,1-Apr-11,1-Nov-11,HILTON HOTELS CORPERATION DBA EMBASSY SUITES RESOR,9800 QUEENSWAY BLVD.,,MYRTLE BEACH,SC,29572,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",7,6,8.75,HR,8.75,HR
C-11045-54027,25-Feb-11,14-Feb-11,PARTIAL CERTIFIED,H-2B,SC,1-Apr-11,1-Nov-11,HILTON HOTELS CORPERATION DBA EMBASSY SUITES RESOR,9800 QUEENSWAY BLVD.,,MYRTLE BEACH,SC,29572,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",140,140,8.4,HR,8.4,HR
C-11045-54021,7-Mar-11,14-Feb-11,CERTIFIED,H-2B,SC,1-Apr-11,11-Oct-11,HILTON HOTELS CORPERATION DBA EMBASSY SUITES RESOR,9800 QUEENSWAY BLVD.,,MYRTLE BEACH,SC,29572,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",9,9,10,HR,10,HR
C-10294-51286,5-Nov-10,21-Oct-10,PARTIAL CERTIFIED,H-2B,GA,1-Dec-10,30-Sep-11,"GRANDEUR MANAGEMENT, INC","1700 N OAK STREET, C",SUITE C,MYRTLE BEACH,SC,29577,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",45,40,7.66,HR,7.66,HR
C-10350-52295,21-Dec-10,16-Dec-10,PARTIAL CERTIFIED,H-2B,SC,1-Feb-11,1-Dec-11,SUNBELT LANDSCAPE SERVICES INC,1400 EDGE STREET,,MYRTLE BEACH,SC,29577,BRANDI COWAN,BAY CITY,TX,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,25,10,7.81,HR,7.81,HR
C-11007-53200,31-Jan-11,7-Jan-11,PARTIAL CERTIFIED,H-2B,SC,1-Feb-11,1-Dec-11,"GRANDEUR MANAGEMENT, INC","1700 N OAK STREET, C",SUITE C,MYRTLE BEACH,SC,29577,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",90,86,7.75,HR,7.75,HR
C-11053-54153,14-Mar-11,22-Feb-11,CERTIFIED,H-2B,SC,30-Mar-11,30-Sep-11,"SEA MIST, INC. DBA SEA MIST RESORT",1200 SOUTH OCEAN BOULEVARD,,MYRTLE BEACH,SC,29577,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",44,44,8,HR,8,HR
C-11038-53827,10-Feb-11,7-Feb-11,PARTIAL CERTIFIED,H-2B,SC,1-Apr-11,15-Oct-11,STARWOOD OF MYRTLE BEACH,226 BUSH DRIVE,,MYRTLE BEACH,SC,29579,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",37,27,,,,
C-10336-52119,13-Dec-10,2-Dec-10,PARTIAL CERTIFIED,H-2B,SC,1-Mar-11,1-Dec-11,"OCEANA RESORTS, LLC DBA OCEANA RESORTS",1000 SECOND AVENUE,SUITE 100,NORTH MYRTLE BEACH,SC,29582,JENNIFER HOLT ESTRELLA,CORAL GABLES,FL,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",130,110,8.5,HR,8.5,HR
C-10333-52050,9-Dec-10,29-Nov-10,PARTIAL CERTIFIED,H-2B,SC,1-Feb-11,30-Nov-11,BEST LANDSCAPE LLC,5790 DICK POND RD.,,MYRTLE BEACH,SC,29588,SARAH E FARRELL,VASS,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",100,91,8.56,HR,8.56,HR
C-10326-51948,29-Nov-10,22-Nov-10,PARTIAL CERTIFIED,H-2B,SC,15-Feb-11,15-Dec-11,"THE COLLINS GROUP, INC.",6550 LIBERTY HWY  P.O. BOX 982,,PENDLETON,SC,29670,EVELYN AMANDA  WRIGHT,ROSELAND,VA,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,15,12,,,,
C-11097-54676,9-May-11,7-Apr-11,DENIED,H-2B,SC,2-May-11,1-May-12,"DEVELOPMENT RESOURCE MANAGEMENT, INC.","501 RICHARDSON STREET, SUITE C",,SIMPSONVILLE,SC,29681,"PAUL MATTHEW CARRUTHERS, JR./THE CARRUTHERS LAW FI",GREENVILLE,SC,018.261-010,"Drafter, Cartographic",171021,Cartographers and Photogrammetrists,"DRAFTER, CARTOGRAPHIC",1,0,52349,YR,52349,YR
C-11117-54798,29-Apr-11,27-Apr-11,CERTIFIED,H-2B,SC,20-May-11,11-Nov-11,"MARSHFIELD FOREST SERVICE, INC.",31 MAYS WAY,,EDGEFIELD,SC,29824,GINNY MUILENBURG,POST FALLS,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,36,36,9.88,HR,9.88,HR
C-10362-52831,4-Jan-11,28-Dec-10,CERTIFIED,H-2B,SC,15-Mar-11,3-Dec-11,WESTIN HILTON HEAD ISLAND RESORT AND SPA,TWO GRASSLAWN AVE,,HILTON HEAD ISLAND,SC,29928,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,305.281-010,Cook,352013,"Cooks, Private Household",COOK,18,18,,,,
C-10362-52834,4-Jan-11,28-Dec-10,CERTIFIED,H-2B,SC,15-Mar-11,3-Dec-11,WESTIN HILTON HEAD ISLAND RESORT AND SPA,TWO GRASSLAWN AVE,,HILTON HEAD ISLAND,SC,29928,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20,20,,,,
C-10362-52842,4-Jan-11,28-Dec-10,CERTIFIED,H-2B,SC,15-Mar-11,3-Dec-11,WESTIN HILTON HEAD ISLAND RESORT AND SPA,TWO GRASSLAWN AVE,,HILTON HEAD ISLAND,SC,29928,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,310.137-010,"Host/Hostess, Restaurant",359031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","HOST/HOSTESS, RESTAURANT",13,13,8.34,HR,8.34,HR
C-11063-54318,10-Mar-11,4-Mar-11,CERTIFIED,H-2B,SC,1-Apr-11,15-Nov-11,MARINERS INN OWNERS ASS. DBA HILTON OCEANFRONT RES,23 OCEAN LANE,,HILTON HEAD ISLAND,SC,29928,VERONICA STRICKLAND BIRKENSTOCK,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",27,27,9,HR,9,HR
C-11063-54321,14-Mar-11,4-Mar-11,CERTIFIED,H-2B,SC,1-Apr-11,15-Nov-11,MARINERS INN OWNERS ASS. DBA HILTON OCEANFRONT RES,23 OCEAN LANE,,HILTON HEAD ISLAND,SC,29928,VERONICA STICKLAND BIRKENSTOCK,DALLAS,TX,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,12,12,10,HR,10,HR
C-11063-54322,14-Mar-11,4-Mar-11,CERTIFIED,H-2B,SC,1-Apr-11,15-Nov-11,MARINERS INN OWNER ASS. DBA HILTON OCEANFRONT RESO,23 OCEAN LANE,,HILTON HEAD ISLAND,SC,29928,VERONICA T STICKLAND BIRKENSTOCK,DALLAS,TX,319.484-010,"Food Assembler, Kitchen",352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",9,9,9.03,HR,9.03,HR
C-11063-54319,16-Mar-11,4-Mar-11,CERTIFIED,H-2B,SC,1-Apr-11,15-Nov-11,MARINERS INN OWNERS ASS. DBA HILTON OCEANFRONT RES,23 OCEAN LANE,,HILTON HEAD ISLAND,SC,29928,VERONICA STICKLAND BIRKENSTOCK,DALLAS,TX,319.677-014,"Food-Service Worker, Hospital",353041,"Food Servers, Nonrestaurant","FOOD SERVICE WORKER, HOSPITAL",16,16,8.34,HR,8.34,HR
C-11110-54755,28-Apr-11,20-Apr-11,CERTIFIED,H-2B,SC,4-May-11,9-Dec-11,CROWNE PLAZA HILTON HEAD ISLAND RESORT,130  SHIPYARD DRIVE,,HILTON HEAD ISLAND,SC,29928,VERONICA T. STRICKLAND-BIRKENSTOCK,DALLAS,TX,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,7,7,9.03,HR,9.03,HR
C-11110-54756,28-Apr-11,20-Apr-11,CERTIFIED,H-2B,SC,4-May-11,9-Dec-11,CROWNE PLAZA HILTON HEAD ISLAND RESORT,130 SHIPYARD DRIVE,,HILTON HEAD ISLAND,SC,29928,VERONICA T. STRICKLAND-BIRKENSTOCK,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",33,33,9.75,HR,9.75,HR
C-11110-54759,3-May-11,20-Apr-11,CERTIFIED,H-2B,SC,4-May-11,9-Dec-11,CROWNE PLAZA HILTON HEAD ISLAND RESORT,"130 SHIPYARD DRIVE, SC",,HILTON HEAD ISLAND,SC,29928,VERONICA T. STRICKLAND-BIRKENSTOCK,DALLAS,TX,311.477-026,"Waiter/Waitress, Formal",353031,Waiters and Waitresses,"WAITER/WAITRESS, FORMAL",15,15,8.32,HR,8.32,HR
C-11136-54906,27-Jun-11,16-May-11,DENIED,H-2B,SC,24-May-11,23-May-12,HILTON HEAD MARRIOT RESORT & SPA,1 HOTEL CIRCLE,,HILTON HEAD ISLAND,SC,29928,AYHAN OGMAN,NEW YORK,NY,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,1,0,9.17,HR,9.17,HR
C-10313-51610,30-Nov-10,9-Nov-10,PARTIAL CERTIFIED,H-2B,SC,1-Feb-11,30-Nov-11,"LANDSCAPE MAINTENANCE, LLC",384 SHADETREE STREET,,RIDGELAND,SC,29936,SARAH E FARRELL,VASS,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",75,67,8.21,HR,8.21,HR
C-11049-54123,24-Feb-11,18-Feb-11,PARTIAL CERTIFIED,H-2B,GA,1-Apr-11,30-Nov-11,"CRABAPPLE, INC. DBA CRABAPPLE TURF MANAGEMENT",1012 UNION CENTER DRIVE,,ALPHARETTA,GA,30004,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",45,38,9.01,HR,9.01,HR
C-10356-52592,12-Jan-11,22-Dec-10,DENIED,H-2B,GA,15-Feb-11,15-Dec-11,"SCOTTSDALE FARMS, INC.",15639 BIRMINGHAM HWY,,ALPHARETTA,GA,30004,THOMAS ROBINSON,BOCA RATON,FL,405.684-014,Horticultural Worker I,373011,Landscaping and Groundskeeping Workers,HORTICULTURAL WORKER I,9,0,8.86,HR,8.9,HR
C-10361-52787,24-Jan-11,27-Dec-10,PARTIAL CERTIFIED,H-2B,FL,20-Jan-11,30-Jul-12,ROOF DEPOT,6845 SHILOH ROAD EAST,SUITE D-1,ALPHARETTA,GA,30005,KAREN E SCHINDLER,LEXINGTON,KY,866.381-010,Roofer,472181,Roofers,ROOFER,20,17,10.79,HR,10.79,HR
C-11027-53667,3-Feb-11,27-Jan-11,CERTIFIED,H-2B,GA,15-Feb-11,15-Nov-11,PEACHTREE RIDES,216 SOUTH  MAIN ST.,,ALPHARETTA,GA,30009,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,20,20,299.2,WK,299.2,WK
C-10361-52801,3-Jan-11,27-Dec-10,PARTIAL CERTIFIED,H-2B,GA,1-Apr-11,15-Dec-11,"MILO ENTERPRISES, INC. D/B/A CHAMPION LAWN CARE","3000 OLD ALABAMA RD., #119-346",,ALPHARETTA,GA,30022,"ROBERT L. WINGFIELD /AMIGO'S LABOR SOLUTIONS, INC.",DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",14,12,,HR,9.02,HR
C-11157-54996,13-Jul-11,6-Jun-11,CERTIFIED,H-2B,GA,15-May-11,15-Mar-12,"JESUS CONCRETE CONSTRUCTION, INC.",358 HEARTH PLACE,,LAWRENCEVILLE,GA,30043,,,,844.364-010,Cement Mason,472051,Cement Masons and Concrete Finishers,CEMENT MASON,14,14,15.7,HR,15.7,HR
C-11116-54789,10-May-11,26-Apr-11,DENIED,H-2B,MS,22-May-11,12-May-12,CONCRETE CONSTRUCTION INNOVATIONS INC.,3535 SIMPSON WAY,,LAWRENCEVILLE,GA,30044,,,,844.461-010,Concrete-Stone Finisher,472051,Cement Masons and Concrete Finishers,CONCRETE STONE FINISHER,20,0,9.5,HR,9.5,HR
C-11214-55341,1-Sep-11,2-Aug-11,DENIED,H-2B,MS,15-Aug-11,25-May-12,"CONCRETE CONSTRUCTION INNOVATIONS, INC.",3535 SIMPSON WAY,,LAWRENCEVILLE,GA,30044,,,,844.364-010,Cement Mason,472051,Cement Masons and Concrete Finishers,CEMENT MASON,20,0,12.73,HR,12.73,HR
C-11194-55206,19-Jul-11,13-Jul-11,PARTIAL CERTIFIED,H-2B,GA,1-Oct-11,30-Jun-12,"RAYS CONCRETE SERVICES, INC.",5420 WEBB PKWY,,LILBURN,GA,30047,BRANDI COWAN,BAY CITY,TX,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,50,32,7.53,HR,7.53,HR
C-11053-54146,9-Mar-11,22-Feb-11,PARTIAL CERTIFIED,H-2B,FL,1-Apr-11,1-Oct-11,KWB  ENTERPRISES,6611 BAY CIRCLE SUITE 190,,NORCROSS,GA,30071,ROBERT E. BANTA,ATLANTA,GA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",60,56,8.26,HR,8.26,HR
C-11131-54879,31-May-11,11-May-11,CERTIFIED,H-2B,GA,15-Apr-11,15-Dec-11,THELEN AND ASSOCIATES DBA LANDMARK LANDSCAPES,559 S. CEMETERY STREET,,NORCROSS,GA,30071,,,,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,20,20,12.82,HR,12.82,HR
C-11200-55259,2-Aug-11,19-Jul-11,CERTIFIED,H-2B,MS,2-Aug-11,17-Sep-11,CONSTRUCTOR SERVICES,6611 BAY CIRCLE,SUITE 190,NORCROSS,GA,30071,ASHIK R. JAHAN,ATLANTA,GA,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,19,19,9.97,HR,9.97,HR
C-11215-55344,19-Aug-11,3-Aug-11,CERTIFIED,H-2B,MS,1-Oct-11,1-Aug-12,CONSTRUCTOR SERVICES,6611 BAY CIRCLE,SUITE 190,NORCROSS,GA,30071,ASHIK R. JAHAN,ATLANTA,GA,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,44,44,14.05,HR,14.05,HR
C-11215-55346,19-Aug-11,3-Aug-11,CERTIFIED,H-2B,MS,1-Oct-11,1-Aug-12,CONSTRUCTOR SERVICES,"6611 BAY CIRCLE, SUITE 190",,NORCROSS,GA,30071,ASHIK R. JAHAN,ATLANTA,GA,862.684-014,"Laborer, Construction or Leak Gang",519198,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",47,47,8.43,HR,8.43,HR
C-11006-53122,25-Jan-11,6-Jan-11,PARTIAL CERTIFIED,H-2B,GA,1-Apr-11,18-Dec-11,"KRAFTSOUTH, INC. DBA LAWNSOUTH",36 WOODSTOCK STREET,,ROSWELL,GA,30075,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",9,7,11.55,HR,11.55,HR
C-11125-54853,3-Jun-11,5-May-11,DENIED,H-2B,GA,15-May-11,31-Mar-12,TUCKER AUTOMOTIVE INC.,3556 LAWRENCEVILLE HIGHWAY,,TUCKER,GA,30084,ANNETTE V. KING-HAMMOND,ATLANTA,GA,807.381-010,Automobile-Body Repairer,493021,Automotive Body and Related Repairers,AUTOMOBILE BODY REPAIRER,1,0,15.72,HR,15.72,HR
C-10298-51334,19-Nov-10,25-Oct-10,DENIED,H-2B,GA,1-Nov-10,1-Nov-11,TRICIA PHILLIPS-WILLIAMS,504 CONIFER TRACE NW,,ACWORTH,GA,30102,,,,355.674-010,"Child-Care Attendant, School",399011,Child Care Workers,"CHILD CARE ATTENDANT, SCHOOL",1,0,,WK,400,WK
C-11020-53498,15-Mar-11,20-Jan-11,PARTIAL CERTIFIED,H-2B,GA,15-Jan-11,15-Oct-11,"MILLWOOD PLUMBING, INC.",70 KELLI CLARK CT. STE G,,CARTERSVILLE,GA,30121,,,,862.381-030,Plumber,472152,"Plumbers, Pipefitters, and Steamfitters",PLUMBER,8,6,15.09,HR,15.09,HR
C-11046-54061,22-Feb-11,15-Feb-11,PARTIAL CERTIFIED,H-2B,GA,1-Apr-11,30-Nov-11,"HIGHGROVE PARTNERS, LLC",7730 THE BLUFFS,,AUSTELL,GA,30168,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",60,48,,,,
C-11059-54258,14-Mar-11,28-Feb-11,CERTIFIED,H-2B,GA,1-Apr-11,30-Sep-12,TOWN LAKE DINER,2990 EAGLE DRIVE,,WOODSTOCK,GA,30189,ANNETTE BRIGSTED,HARTFORD,CT,313.131-014,Chef,351011,Chefs and Head Cooks,CHEF,1,1,,,,
C-11202-55284,19-Aug-11,21-Jul-11,DENIED,H-2B,GA,1-Aug-11,31-Mar-12,"LAWN TECH LANDSCAPING, INC.",10866 FORREST RD,,GRANTVILLE,GA,30220,,,,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6,0,8,HR,8,HR
C-11217-55363,19-Aug-11,5-Aug-11,PARTIAL CERTIFIED,H-2B,SC,1-Oct-11,15-May-12,ALPINE FORESTRY LLC,137 B COMMERCE AV E. SUITE 287,,LA GRANGE,GA,30241,GINNY MUILENBURG,COEUR D'ALENE,ID,405.687-014,Horticultural Worker II,452092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",HORTICULTURAL WORKER II,60,47,,,,
C-11003-52946,6-Jan-11,3-Jan-11,CERTIFIED,H-2B,GA,8-Feb-11,8-Dec-11,"DT CHASTAIN, INC.",140 SHAMROCK INDUSTRIAL BLVD.,,TYRONE,GA,30290,SAM HADDAD,AUSTIN,TX,866.381-010,Roofer,472181,Roofers,ROOFER,15,15,10.97,HR,10.97,HR
C-11024-53541,9-Feb-11,24-Jan-11,PARTIAL CERTIFIED,H-2B,GA,1-Apr-11,15-Dec-11,DH HARRISON INC DBA SBS ENTERPRISES,"3080 MCCALL DR, SUITE 3",,ATLANTA,GA,30340,APRIL MCKINNEY,BAY CITY,TX,389.687-014,"Cleaner, Window",372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","CLEANER, WINDOW",15,13,7.76,HR,7.76,HR
C-11005-53074,11-Jan-11,5-Jan-11,PARTIAL CERTIFIED,H-2B,GA,1-Apr-11,12-Dec-11,"WEAVER & WEAVER, INC. DBA BCW CO.",3651 CLEMSON DRIVE,,CHAMBLEE,GA,30341,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",36,25,9.01,HR,9.01,HR
C-10305-51449,18-Nov-10,1-Nov-10,CERTIFIED,H-2B,GA,17-Jan-11,16-Nov-11,"ALL RIGHT BUILDING SYSTEMS, INC.",2667 CHAMBLEE TUCKER RD.,,CHAMBLEE,GA,30341,DANIELLE R CLARK OR LORI A WHITTEN/ ACTION VISA AS,WYLIE,TX,862.684-014,"Laborer, Construction or Leak Gang",519198,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",40,40,16.19,HR,16.19,HR
C-10354-52496,22-Dec-10,20-Dec-10,PARTIAL CERTIFIED,H-2B,GA,14-Mar-11,2-Dec-11,LANDSCAPE MANAGEMENT COMPANY,2434 HILTON WAY,,GAINESVILLE,GA,30501,BRANDI COWAN,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",32,24,8.62,HR,8.62,HR
C-11074-54456,21-Mar-11,15-Mar-11,DENIED,H-2B,GA,22-Jun-11,30-May-15,ANTONIO RULLAN,712 STONEVIEW DRIVE,,HOSCHTON,GA,30548,,,,182.167-010,Contractor,119021,Construction Managers,CONTRACTOR,1,0,400,WK,400,WK
C-11074-54450,22-Apr-11,15-Mar-11,DENIED,H-2B,GA,28-May-11,30-May-15,ANTONIO  RULLAN,712 STONE VIEW DRIVE,,HOSCHTON,GA,30548,,,,209.562-010,"Clerk, General",439061,"Office Clerks, General","CLERK, GENERAL",1,0,400,WK,400,WK
C-11083-54562,27-Apr-11,24-Mar-11,DENIED,H-2B,GA,2-Sep-11,30-May-15,ANTONIO RULLAN,712 STONEVIEW DRIVE,,HOSCHTON,GA,30548,,,,209.562-010,"Clerk, General",439061,"Office Clerks, General","CLERK, GENERAL",4,0,400,WK,400,WK
C-11091-54638,3-May-11,1-Apr-11,DENIED,H-2B,GA,30-Jul-11,30-May-15,ANTONIO - RULLAN,712 - STONE VIEW DRIVE,,HOSCHTON,GA,30548,,,,209.567-022,"Order Clerk, Food and Beverage",434151,Order Clerks,OFFICE CLERK,1,0,290,WK,290,WK
C-11241-55491,23-Sep-11,29-Aug-11,DENIED,H-2B,GA,23-Dec-11,23-Dec-16,ANTONIO-RULLAN RESIDENTIAL GENERAL CONTRACTOR. LIC,712 STONE VIEW DRIVE,,HOSCHTON,GA,30548,,,,209.562-010,"Clerk, General",439061,"Office Clerks, General","CLERK, GENERAL",1,0,290,WK,290,WK
C-10313-51629,22-Nov-10,9-Nov-10,CERTIFIED,H-2B,GA,1-Feb-11,30-Nov-11,"HILLSIDE ORCHARD FARMS, INC.",105 MITCHAM CIRCLE,,TIGER,GA,30576,DANIEL W. BREMER,LAKE PARK,GA,515.685-010,Batch Maker,519021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",BATCH MAKER,46,46,7.79,HR,7.79,HR
C-11039-53913,23-Mar-11,8-Feb-11,DENIED,H-2B,PR,1-Feb-11,1-Dec-11,HACIENDA SIESTA ALEGRE,1351 MORGAN DRIVE,,BUCKHEAD,GA,30625,,,,419.224-010,Horse Trainer,392011,Animal Trainers,HORSE TRAINER,2,0,9,HR,9,HR
C-10266-51074,15-Oct-10,23-Sep-10,PARTIAL CERTIFIED,H-2B,AL,1-Dec-10,7-Feb-11,WILLIAMS FORESTRY & ASSOCIATES,PO BOX 1543,377 SUNSET DR. SE,CALHOUN,GA,30703,GINNY MUILENBURG / LABOR CONSULTANTS INTERNATIONAL,COEUR D' ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,55,54,,,,
C-10301-51384,10-Nov-10,28-Oct-10,PARTIAL CERTIFIED,H-2B,MS,4-Jan-11,15-Jun-11,WILLIAMS FORESTRY & ASSOCIATES,377 SUNSET DR. SE,PO BOX 1543,CALHOUN,GA,30703,GINNY MUILENBURG/ LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,110,107,7.25,HR,7.25,HR
