CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
H-400-13057-503461,3/12/13,2/26/13,Certified,H-2B,MD,4/15/13,12/1/13,Vintage Farm Corp.,1245 Doe Run Road,,Coatesville,PA,19320,JEREMY SCHROEDER,King of Prussia,PA,39-2021,Nonfarm Animal Caretakers,Stable Attendant,8,11.64,Hour,11.64,Hour
H-400-13057-757262,3/12/13,2/26/13,Partial Certified,H-2B,PA,4/1/13,12/2/13,FERN VALLEY FARM LANDSCAPING,567 DARBY-PAOLI ROAD,n/a,Villanova,PA,19085,STEVEN BARSAMIAN,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,3,9.22,Hour,9.22,Hour
H-400-13057-155232,3/12/13,2/26/13,Certified,H-2B,AR,4/15/13,12/31/13,Pleasant Valley Country Club,#1 Pleasant Valley Drive,N/A,Little Rock,AR,72212,Melissa Duke,Little Rock,AR,35-3031,Waiters and Waitresses,Waiter/Waitress/Banquet Server,11,8.68,Hour,8.68,Hour
H-400-13057-069163,3/12/13,2/26/13,Certified,H-2B,NY,4/1/13,12/15/13,Georges Market & Nursery,240 Wade Road Ext.,,Latham,NY,12110,Sarah Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,8.84,Hour,8.84,Hour
H-400-13057-266150,3/12/13,2/26/13,Certified,H-2B,TX,5/1/13,2/28/14,"Burnell Marine And Supply, Inc.",2230 Fisherman Place Rd,,Brownsville,TX,78521,LORI WHITTEN,WYLIE,TX,45-3011,Fishers and Related Fishing Workers,Deckhand/Fishing Vessel Shrimp header,13,10.39,Hour,10.39,Hour
H-400-13057-308464,3/12/13,2/26/13,Certified,H-2B,OH,3/12/13,11/30/13,Emeralawn Landscaping Inc.,12265 Chillicothe Rd,,Chesterland,OH,44026,Daniel Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,8.45,Hour,8.45,Hour
H-400-13057-843042,3/12/13,2/26/13,Partial Certified,H-2B,PA,4/1/13,12/2/13,"The Land Crew, Inc.",721 W. Melissa Circle,n/a,Yardley,PA,19067,STEVEN BARSAMIAN,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,16,9.22,Hour,9.22,Hour
H-400-13057-068906,3/12/13,2/26/13,Partial Certified,H-2B,FL,4/1/13,10/31/13,"ValleyCrest Landscape Maintenance, Inc.",3340 SE Dixie Hwy,N/A,Stuart,FL,34997,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,18,8.87,Hour,8.87,Hour
H-400-13057-812267,3/12/13,2/26/13,Certified,H-2B,PA,4/1/13,12/2/13,"Turning Leaf, Inc.","375 Horsham Road, Suite 206",n/a,Horsham,PA,19044,STEVEN BARSAMIAN,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,22,9.22,Hour,9.22,Hour
H-400-13057-633868,3/12/13,2/26/13,Partial Certified,H-2B,MI,4/10/13,12/15/13,"Green Meadows Lawnscape, Inc.",47515 Ryan Road,,Shelby Township,MI,48317,Robert Wingfield,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,39,9.6,Hour,9.6,Hour
H-400-13057-565510,3/12/13,2/26/13,Certified,H-2B,MO,4/1/13,11/30/13,Marshall Nursery & Landscape Company,1501 San Simeon Way,,Fenton,MO,63026,ARNULFO HINOJOSA,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,8.78,Hour,8.78,Hour
H-400-13057-663725,3/12/13,2/26/13,Certified,H-2B,KS,4/1/13,2/1/14,BIRDS ON THE ROOF CAFE,550 N ROCK RD,,WICHITA,KS,67206,,,,35-1011,Chefs and Head Cooks,Pastry Chef,1,17.43,Hour,17.43,Hour
H-400-12289-045833,3/13/13,2/19/13,Denied,H-2B,CA,3/1/13,1/1/14,RAPID TRANSFER XPRESS,10100 AIRWAY ROAD,,SAN DIEGO,CA,92154,,,,53-4099,"Rail Transportation Workers, All Other",3 axle truck driver for L.A. Ports and Ramps,0,22.8,Hour,22.8,Hour
H-400-13015-963305,3/13/13,2/13/13,Denied,H-2B,CA,3/1/13,1/1/14,"CAL-MEX INTERNATIONAL BROKER, INC.",7921 AIRWAY ROAD,,SAN DIEGO,CA,92154,,,,53-3032,Heavy and Tractor-Trailer Truck Drivers,Heavy and Tractor - Trailer Truck Driver,0,22.8,Hour,22.8,Hour
H-400-13015-298990,3/13/13,2/28/13,Certified,H-2B,NJ,5/1/13,10/6/13,Sea Isle Ice Company Inc,228 42nd St,N/A,Sea Isle,NJ,08243,Craig McDougal,NORMAN,OK,43-5081,Stock Clerks and Order Fillers,Warehouse Worker,10,9,Hour,9,Hour
H-400-13016-669984,3/13/13,2/27/13,Partial Certified,H-2B,IN,4/1/13,11/30/13,"Pro Care Landscapers, Inc.",9801 Commerce Dr.,,Carmel,IN,46032,Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborers,12,9.01,Hour,9.01,Hour
H-400-13021-089850,3/13/13,2/14/13,Denied,H-2B,OH,4/1/13,10/1/14,Scioto Country Club,2196 Riverside Dr.,,Columbus,OH,43221,Robert Harris,Columbus,OH,37-3011,Landscaping and Groundskeeping Workers,Assistant Tournament Greenskeeper,0,12.73,Hour,12.73,Hour
H-400-13024-313290,3/13/13,2/21/13,Partial Certified,H-2B,TX,3/13/13,12/1/13,"Geoscapes of Texas, Inc.","2001 Bagdad Rd., Ste C",,Cedar Park,TX,78613,DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,84,10.11,Hour,10.11,Hour
H-400-13024-790368,3/13/13,2/21/13,Partial Certified,H-2B,TX,3/13/13,12/1/13,"Geoscapes of Texas, Inc.","2001 Bagdad Rd., Ste C",,Cedar Park,TX,78613,DANIEL KOWALSKI,AUSTIN,TX,37-1012,"First-Line Supervisors of Landscaping, Lawn",Crew Leader,8,14.36,Hour,14.36,Hour
H-400-13032-041060,3/13/13,2/1/13,Denied,H-2B,LA,1/15/13,11/15/13,"Impact Marine & Industrial Services, LLC",1946 Jackson Avenue,NA,Pascagoula,MS,39567,,,,47-2221,Structural Iron and Steel Workers,Structure Welder,0,17.56,Hour,17.56,Hour
H-400-13039-116092,3/13/13,2/27/13,Partial Certified,H-2B,VA,4/1/13,10/31/13,"C. W. O'Bier & Sons, Inc.",2980 Mundy Point Road,,Callao,VA,22435,EVELYN WRIGHT,AMHERST,VA,53-7064,"Packers and Packagers, Hand",fish packers,12,7.79,Hour,7.79,Hour
H-400-13042-545700,3/13/13,2/11/13,Denied,H-2B,MS,1/15/13,11/15/13,"Impact Marine & Industrial Services, LLC",1946 Jackson Avenue,NA,Pascagoula,MS,39567,,,,47-2221,Structural Iron and Steel Workers,Pipe Welders,0,13.76,Hour,13.76,Hour
H-400-13042-912296,3/13/13,2/18/13,Partial Certified,H-2B,PR,3/13/13,10/31/13,"Marcel Partners, LLC",1604 A Business Loop 70 West,,Columbia,MO,65202,LEON VERSFELD,KANSAS CITY,MO,49-9098,"Helpers--Installation, Maintenance, and Repair",Line & Antenna Technician's Helpers,9,8.14,Hour,8.14,Hour
H-400-13043-024332,3/13/13,2/28/13,Partial Certified,H-2B,NC,4/15/13,11/15/13,"Styron Crab Co., Inc.","P. O. Box 100, Oriental NC 28571",2383 Don Lee Road,Arapahoe,NC,28510,EVELYN WRIGHT,AMHERST,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",crab meat pickers,29,7.41,Hour,7.41,Hour
H-400-13044-287526,3/13/13,2/20/13,Certified,H-2B,MN,4/1/13,12/15/13,"RIVERVIEW, INC.",26406 470TH AVE,,MORRIS,MN,56267,SUE BOWEN,WINDSOR,CO,47-2051,Cement Masons and Concrete Finishers,Cement Masons and Concrete Finishers,34,12.54,Hour,12.54,Hour
H-400-13044-619597,3/13/13,2/15/13,Denied,H-2B,PA,4/1/13,12/2/13,"Sergio's Pool Services, Inc.",135 Durham Road,n/a,Ottsville,PA,18942,STEVEN BARSAMIAN,PHILADELPHIA,PA,47-2161,Plasterers and Stucco Masons,Plasterer,0,22.26,Hour,22.26,Hour
H-400-13047-370889,3/13/13,2/16/13,Denied,H-2B,LA,4/17/13,9/30/13,D&R Supply,1021 West Laurel Ave,,Eunice,LA,70535,ASHLEY Dees,LAKE CHARLES,LA,43-5081,Stock Clerks and Order Fillers,Warehouse Worker,0,9.06,Hour,9.06,Hour
H-400-13050-811529,3/13/13,2/19/13,Denied,H-2B,ME,5/1/13,10/25/13,SPI Management LLC,P.O.Box 237,88 Grandview Ave Boothbay harbor Maine 04538,Boothbay Harbor,ME,04538,Linda Turner,Clinton,MD,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,11,Hour,11,Hour
H-400-13050-531406,3/13/13,2/19/13,Denied,H-2B,ME,5/1/13,10/29/13,SPI Management LLC,P.O.Box 237,88GrandviewaveBoothbayHarbor Maine04538overnihgt,Boothbay harbor,ME,04538,Linda Turner,Clinton,MD,35-3031,Waiters and Waitresses,Waiter and Waitress,0,9.77,Hour,9.77,Hour
H-400-13050-939295,3/13/13,2/25/13,Certified,H-2B,VA,5/20/13,9/30/13,"AMERICAN POOL ENTERPRISES, INC.","11515 CRONRIDGE DRIVE, SUITE Q",,OWINGS MILLS,MD,21117,,,,33-9092,"Lifeguards, Ski Patrol, and Other Recreational",Lifeguard Supervisor,30,11.09,Hour,11.09,Hour
H-400-13050-534532,3/13/13,2/27/13,Certified,H-2B,AK,5/1/13,10/31/13,"NIPPON SUISAN (U.S.A.), INC.",15400 N.E. 90TH STREET,SUITE 100,REDMOND,WA,98052-3507,RICHARD RAWSON,SEATTLE,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),4,16,Hour,16,Hour
H-400-13050-390316,3/13/13,2/27/13,Certified,H-2B,AK,6/1/13,10/31/13,"NIPPON SUISAN (U.S.A.), INC.",15400 N.E. 90TH STREET,SUITE 100,REDMOND,WA,98052-3507,Richard Rawson,Seattle,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),3,16,Hour,16,Hour
H-400-13050-588486,3/13/13,2/22/13,Certified,H-2B,,5/3/13,10/31/13,"PETER'S FINE GREEK FOOD, INC",22-42 STEINWAY ST.,N/A,ASTORIA,NY,11105-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,20,8.03,Hour,8.03,Hour
H-400-13050-284230,3/13/13,2/20/13,Certified,H-2B,ND,3/13/13,12/31/13,WINGATE BY WYNDHAM,1421 SKYLINE BOULEVARD,N/A,BISMARCK,ND,58503,JOHN-CARL ROGGE,BILLINGS,MT,37-2012,Maids and Housekeeping Cleaners,ROOM ATTENDANT,6,8.1,Hour,8.1,Hour
H-400-13051-504291,3/13/13,2/27/13,Certified,H-2B,PA,3/13/13,10/31/13,"Moore Outdoor Rejuvenation, Inc.",139 Schoolhouse Rd.,,Glen Mills,PA,19342,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,5,9.4,Hour,9.4,Hour
H-400-13051-450154,3/13/13,2/28/13,Certified,H-2B,AK,5/5/13,11/30/13,PREMIER PACIFIC SEAFOODS INC.,333 FIRST AVENUE WEST,N/A,SEATTLE,WA,98119,RICHARD RAWSON,SEATTLE,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),4,10,Hour,10,Hour
H-400-13052-442925,3/13/13,2/21/13,Certified,H-2B,TX,4/15/13,2/15/14,"Five Lopez Brothers, Inc.",3520 Gator Court,,Brownsville,TX,78521,Israel Linarte,Laguna Vista,TX,45-3011,Fishers and Related Fishing Workers,SHRIMP BOAT DECKHAND/HEADER,6,12.46,Hour,12.46,Hour
H-400-13053-238188,3/13/13,2/23/13,Partial Certified,H-2B,SD,4/1/13,11/15/13,PETER'S PROPERTIES,601 EAST MAIN,P.O.BOX 300,HILL CITY,SD,57745,,,,37-2012,Maids and Housekeeping Cleaners,"HOUSEKEEPING CLEANERS, MAIDS",12,8.07,Hour,8.07,Hour
H-400-13053-446986,3/13/13,2/23/13,Partial Certified,H-2B,SD,4/1/13,11/15/13,PETER'S PROPERTIES,601 EAST MAIN,P.O.BOX 300,HILL CITY,SD,57745,,,,43-4081,"Hotel, Motel, and Resort Desk Clerks","HOTEL, MOTEL RESORT DESK CLERKS",9,8.12,Hour,8.12,Hour
H-400-13056-037739,3/13/13,2/27/13,Certified,H-2B,NY,4/1/13,12/10/13,Armington Nursery,124 St Rt 31,,Macedon,NY,14502,ARNULFO HINOJOSA,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,16,10.08,Hour,10.08,Hour
H-400-13056-900351,3/13/13,2/27/13,Certified,H-2B,SD,4/15/13,11/1/13,CHIEF ENTERPRISES,140 RUSHMORE RD,P.O. BOX 672,CUSTER,SD,57730,LILIANA CUEVA,CORAL GABLES,FL,35-3031,Waiters and Waitresses,FOOD SERVERS,25,8.1,Hour,8.1,Hour
H-400-13057-708427,3/13/13,2/26/13,Certified,H-2B,ID,4/1/13,11/15/13,"Montana Trees, Inc",680 Marten Creek Rd.,,Trout Creek,MT,59874,Stephen Ward,Coeur d'Alene,ID,51-9198,Helpers--Production Workers,Rock Production Workers,21,9.6,Hour,9.6,Hour
H-400-13057-761139,3/13/13,2/26/13,Certified,H-2B,NC,4/1/13,12/1/13,"Hatteras Realty, Inc.",41156 Highway 12,,Avon,NC,27915,Denise McGettrick,Houston,TX,37-2012,Maids and Housekeeping Cleaners,Seasonal Housekeeper,8,8.12,Hour,8.12,Hour
H-400-13058-664788,3/13/13,2/27/13,Certified,H-2B,ND,4/1/13,12/15/13,SOUTH DAKOTA WHEAT GROWERS,110 6TH AVENUE SE,N/A,ABERDEEN,SD,57401,KEVIN OPP,ABERDEEN,SD,53-3033,Light Truck or Delivery Services Drivers,GRAIN/AG LABORER,15,12.68,Hour,12.68,Hour
H-400-13058-120429,3/13/13,2/27/13,Certified,H-2B,UT,4/1/13,11/20/13,WKB Landscape & Maintenance Inc,6054 W. 9790 S.,,West Jordan,UT,84081,ARNULFO HINOJOSA,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,8,9.23,Hour,9.23,Hour
H-400-13058-397713,3/13/13,2/27/13,Certified,H-2B,NY,4/15/13,12/1/13,Philip M. Serpe Racing Stable,3 Bromleigh Road North,,Stewart manor,NY,11530,JEREMY SCHROEDER,King of Prussia,PA,39-2021,Nonfarm Animal Caretakers,Stable Attendant,8,12.07,Hour,12.07,Hour
H-400-13058-492168,3/13/13,2/27/13,Certified,H-2B,MA,5/15/13,9/30/13,698 COMMERCIAL STREET REALTY LLC,698 COMMERCIAL STREET,,PROVINCETOWN,MA,02657,,,,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,5,11.45,Hour,11.45,Hour
H-400-13058-287839,3/13/13,2/28/13,Certified,H-2B,CO,4/1/13,11/30/13,"Western States Reclamation, Inc.",3756 Imperial Street,,Frederick,CO,80516,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,20,10,Hour,10,Hour
H-400-13058-658878,3/13/13,2/27/13,Partial Certified,H-2B,ME,5/20/13,10/18/13,"ROCKTIDE, INC.",35 ATLANTIC AVENUE,,BOOTHBAY HARBOR,ME,04538,JANE BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",COOKS,15,9.36,Hour,9.36,Hour
H-400-13058-077355,3/13/13,2/27/13,Certified,H-2B,ME,5/20/13,10/18/13,"ROCKTIDE, INC.",35 ATLANTIC AVENUE,,BOOTHBAY HARBOR,ME,04538,JANE BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPERS,10,9.39,Hour,9.39,Hour
H-400-13058-981685,3/13/13,2/27/13,Certified,H-2B,NY,5/1/13,10/31/13,The Muttontown Club,5933 Northern Blvd.,,East Norwich,NY,11732,Michael Benchetrit,Miami,FL,35-3031,Waiters and Waitresses,Server,12,11.59,Hour,11.59,Hour
H-400-13058-391381,3/13/13,2/27/13,Certified,H-2B,WY,5/10/13,10/1/13,A Wyoming Inn,"720 Yellowstone Ave; Cody, WY 82414",63 Sage Drive,Cody,WY,82414,Sarah Farrell,Vass,NC,51-6011,Laundry and Dry-Cleaning Workers,Housekeeper,6,8.96,Hour,8.96,Hour
H-400-13058-124785,3/13/13,2/28/13,Certified,H-2B,MA,4/1/13,11/30/13,"Vorelli's Restaurant, Inc.",PO Box 956,,Provincetown,MA,02657,MICHELE CONTRERAS,PHILADELPHIA,PA,35-9021,Dishwashers,Dishwashers,6,9.24,Hour,9.24,Hour
H-400-13058-209564,3/13/13,2/28/13,Certified,H-2B,PA,4/1/13,12/15/13,Huntingdon Landscape Group,PO Box 2482,,Warminster,PA,18974,MICHELE CONTRERAS,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,9,9.22,Hour,9.22,Hour
H-400-13059-359902,3/13/13,2/28/13,Partial Certified,H-2B,NC,3/15/13,12/15/13,Reilly Road Farmers Market,445 N Reilly Rd,,Fayetteville,NC,28303,Daniel Farrell,Vass,NC,45-2041,"Graders and Sorters, Agricultural Products",Garden Center / Market Worker,8,9.51,Hour,9.51,Hour
H-400-13059-448771,3/13/13,2/28/13,Certified,H-2B,NJ,4/1/13,12/13/13,"Hoff, Inc.",57 Stiles Lane,,Pine Brook,NJ,07058,Luisa RAMIREZ,Pine Book,NJ,37-3011,Landscaping and Groundskeeping Workers,Landscaping Labor,2,9.89,Hour,9.89,Hour
H-400-13059-455952,3/13/13,2/28/13,Certified,H-2B,NY,5/1/13,10/20/13,"Cold Spring Country Club, Inc.",PO Box 246,,Cold Spring Harbor,NY,11724,Andrea Jacobs,Coral Springs,FL,35-3031,Waiters and Waitresses,Food Server,8,9,Hour,9,Hour
H-400-13059-064968,3/13/13,2/28/13,Certified,H-2B,AK,5/1/13,11/30/13,"NOMURA TRADING CO., LTD.",10940 NE 33RD PLACE,SUITE 111,BELLEVUE,WA,98004,SATORU ISOHATA,SEATTLE,WA,51-3092,Food Batchmakers,Salmon Roe Technician,1,8.37,Hour,8.37,Hour
H-400-13059-609901,3/13/13,2/28/13,Certified,H-2B,WI,4/26/13,9/30/13,"RAINBOW VALLEY RIDES, INC",7487 4TH AVE,"[MAIL: PO BOX 60, ALMOND, WI 54909]",ALMOND,WI,54909-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,14,319.6,Week,319.6,Week
H-400-13059-164871,3/13/13,2/28/13,Certified,H-2B,TX,3/15/13,12/1/13,Palacios Roofing & Home Improvement,2408 Runnels ST,,Big Spring,TX,79720,RAMON CERVANTES,LEXINGTON,KY,47-3016,Helpers--Roofers,Roofer-Helper,4,9.99,Hour,9.99,Hour
H-400-13059-440269,3/13/13,2/28/13,Partial Certified,H-2B,DE,3/13/13,12/15/13,"Priority Services, LLC",70 Albe Drive,,Newark,DE,19702,DANIEL ANNA,MEDIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,11,9.64,Hour,9.64,Hour
H-400-13059-974423,3/13/13,2/28/13,Certified,H-2B,SD,4/1/13,12/15/13,"PROTEC ROOFING, INC.",520 11TH AVENUE SE,N/A,WATERTOWN,SD,57201,KEVIN OPP,ABERDEEN,SD,47-2181,Roofers,ROOFER,10,10.44,Hour,10.44,Hour
H-400-12325-615874,3/14/13,2/25/13,Withdrawn,H-2B,TX,3/1/13,11/15/13,"Pampered Lawns Austin, INc.",13805 Dragline Dr.,,Austin,TX,78728,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,0,8.42,Hour,8.42,Hour
H-400-12354-358846,3/14/13,2/25/13,Certified,H-2B,CO,4/1/13,12/1/13,LMI Landscapes Inc - CO,8501 Quebec St,"Mailing Address: 1437 Halsey Way, Carrollton, TX 75007",Commerce City,CO,80022,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,150,9.36,Hour,9.36,Hour
H-400-13029-699950,3/14/13,2/28/13,Partial Certified,H-2B,NJ,5/1/13,10/6/13,Sea Isle Ice Company Inc.,228 42nd St.,N/A,Sea Isle,NJ,08243,Craig McDougal,NORMAN,OK,53-3033,Light Truck or Delivery Services Drivers,Delivery Driver,24,9,Hour,9,Hour
H-400-13042-366102,3/14/13,2/27/13,Partial Certified,H-2B,OH,4/2/13,11/30/13,"A to Z Lawn and Landscaping, Inc.",9500 State Route 48,,Centerville,OH,45458,Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborers,19,8.43,Hour,8.43,Hour
H-400-13045-203359,3/14/13,2/15/13,Denied,H-2B,DE,3/1/13,10/31/13,UTILIMAP CORPORATION,10025 OFFICE CENTER AVENUE,,ST. LOUIS,MO,63128,TIFFANY BALDWIN,SAINT LOUIS,MO,51-9198,Helpers--Production Workers,Ground Line Laborer,0,10.6,Hour,10.6,Hour
H-400-13045-582931,3/14/13,2/27/13,Partial Certified,H-2B,,3/14/13,7/1/13,"FLORIDA PREMIER SOCCER, LLC",5151 Adanson St.,Suite 98,ORLANDO,FL,32804,GREGORY VARTANIAN,BOSTON,MA,27-2022,Coaches and Scouts,Assistant Academy Coach,14,14.9,Hour,14.9,Hour
H-400-13049-970844,3/14/13,2/18/13,Certified,H-2B,LA,5/1/13,2/28/14,Pontchartrain Blue Crab,38327 Salt Bayou Road,,Slidell,LA,70461,ASHLEY DEES,LAKE CHARLES,LA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","Meat, Poultry and Fish Cutters and Trimmers",80,8.53,Hour,8.53,Hour
H-400-13050-326255,3/14/13,2/19/13,Denied,H-2B,CA,4/10/13,12/20/13,"Del Conte's Landscaping, Inc.",41900 Boscell Road,,Fremont,CA,94538,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,0,9.96,Hour,9.96,Hour
H-400-13051-722409,3/14/13,2/22/13,Partial Certified,H-2B,MT,5/15/13,11/1/13,"Three Bear Lodge, Inc.","217 Yellowstone Ave., West Yellowstone, MT 59758","Mailing: P.O. Box 1590 West Yellowstone, MT 59758",West Yellowstone,MT,59758,Elizabeth Whitley,LOVINGSTON,VA,37-2012,Maids and Housekeeping Cleaners,Housekeepers,9,8.23,Hour,8.23,Hour
H-400-13051-216301,3/14/13,2/20/13,Certified,H-2B,CO,4/1/13,10/31/13,Metco Landscape,2200 Rifle St,,Aurora,CO,80011,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,100,9.36,Hour,9.36,Hour
H-400-13052-467874,3/14/13,2/21/13,Certified,H-2B,TX,4/15/13,2/15/14,"Cruzito, Inc.",1730 Bayou Court Road,,Brownsville,TX,78521,Israel Linarte,Laguna Vista,TX,45-3011,Fishers and Related Fishing Workers,SHRIMP BOAT DECKHAND/HEADER,6,12.46,Hour,12.46,Hour
H-400-13052-842574,3/14/13,2/26/13,Certified,H-2B,CT,5/1/13,10/31/13,"FAIRVIEW COUNTRY CLUB, Inc.",1241 King Street,,Greenwich,CT,06831,PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,14,10,Hour,10,Hour
H-400-13052-378423,3/14/13,2/26/13,Partial Certified,H-2B,MT,5/25/13,10/30/13,"DNC Parks & Resorts of West Yellowstone, Inc.",315 Yellowstone Ave.,Mailing: 8358 Huffine Lane # 2 Bozeman MT 59718,West Yellowstone,MT,59758,Elizabeth Whitley,LOVINGSTON,VA,35-2021,Food Preparation Workers,Kitchen Helpers,4,8.28,Hour,8.28,Hour
H-400-13052-185780,3/14/13,2/26/13,Partial Certified,H-2B,NY,4/15/13,10/31/13,OLD OAKS COUNTRY CLUB,3100 Purchase Street,,Purchase,NY,10577,PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,17,10,Hour,10,Hour
H-400-13053-406377,3/14/13,2/28/13,Partial Certified,H-2B,NC,3/14/13,11/30/13,"Julie's CleaningServices, LLC","P. O. Box 1561, Nags Head, NC  27959 (mailing)",101 E. Helga St. (physical),Kill Devil Hills,NC,27948,EVELYN WRIGHT,AMHERST,VA,37-2011,"Janitors and Cleaners, Except Maids and",housekeepers,14,8.13,Hour,8.13,Hour
H-400-13056-261206,3/14/13,2/25/13,Certified,H-2B,MT,5/6/13,10/30/13,"DNC Parks & Resorts of West Yellowstone, Inc.","315 Yellowstone Ave, PO Box 470",Mailing: 8358 Huffine Lane # 2 Bozeman MT 59718,West Yellowstone,MT,59758,Elizabeth Whitley,LOVINGSTON,VA,37-2012,Maids and Housekeeping Cleaners,Housekeepers,16,8.23,Hour,8.23,Hour
H-400-13056-239752,3/14/13,2/25/13,Partial Certified,H-2B,PA,3/15/13,12/15/13,"GSI Pool Finishes, Inc.",152 Mathers Road,n/a,Ambler,PA,19002,STEVEN BARSAMIAN,PHILADELPHIA,PA,47-2051,Cement Masons and Concrete Finishers,Cement Masons,49,13.69,Hour,13.69,Hour
H-400-13056-463754,3/14/13,2/25/13,Partial Certified,H-2B,PA,3/15/13,12/15/13,"GUNITE SPECIALISTS, INC.","152 Mathers Road, Suite 1",n/a,Ambler,PA,19002,STEVEN BARSAMIAN,PHILADELPHIA,PA,47-2061,Construction Laborers,Construction Laborer,15,12.53,Hour,12.53,Hour
H-400-13057-668381,3/14/13,2/26/13,Partial Certified,H-2B,FL,4/1/13,10/31/13,"ValleyCrest Landscape Maintenance, Inc.",14920 Orange Avenue,N/A,Fort Pierce,FL,34945,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,8.87,Hour,8.87,Hour
H-400-13058-790469,3/14/13,2/27/13,Partial Certified,H-2B,OK,4/1/13,1/31/14,"Coates Roofing Company, Inc.","P.O. Box 1340 (physical address: 11991 N. Hwy 99, Seminole, OK 748",,Seminole,OK,74818,Tyler Christians,Norman,OK,47-2181,Roofers,Roofer,17,8.06,Hour,8.06,Hour
H-400-13058-821507,3/14/13,2/28/13,Certified,H-2B,VA,4/1/13,11/30/13,The Grounds Guys of Central Virginia Beach,600 N Witchduck Rd. #107,,Virginia Beach,VA,23462,MICHELE CONTRERAS,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Lawn Care Technician,5,9.4,Hour,9.4,Hour
H-400-13059-133145,3/14/13,2/28/13,Certified,H-2B,GA,3/14/13,12/5/13,Southern Gunite,6000A Chattahooche Industrial Park,NA,Cumming,GA,30041,,,,47-2051,Cement Masons and Concrete Finishers,Gunite Top Finisher,12,16.98,Hour,16.98,Hour
H-400-13059-400289,3/14/13,2/28/13,Partial Certified,H-2B,MD,5/25/13,9/8/13,"AQUASAFE POOL MANAGEMENT, INC.","7466 NEW RIDGE ROAD, SUITE 14",,HANOVER,MD,21076,,,,33-9092,"Lifeguards, Ski Patrol, and Other Recreational",Recreational Worker,199,8.09,Hour,8.09,Hour
